UASG,Modalidade da Licitação,Número do Aviso da Licitação,Identificador da Licitação,Número Item Licitação,Tipo do Pregão,Situação do Aviso,Objeto,Código do Item no Catálogo,Informações Gerais,Número do Processo,Tipo de Recurso,Número de Itens na Licitação,Nome do Responsável,Função do Responsável,Data de Entrega do Edital,Endereço de Entrega do Edital,Data de Abertura da Proposta,Data de Entrega da Proposta,Data de Publicação,Itens da licitação > uri
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,80,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,81,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,82,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,83,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,84,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,85,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,86,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,87,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,88,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,89,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,90,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,91,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,92,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,93,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,94,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,95,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,96,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,97,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,98,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,99,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,100,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,101,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,102,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,103,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,104,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,105,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,106,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,107,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,108,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,109,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,110,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,111,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,112,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,113,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,114,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,115,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,116,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,117,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,118,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,119,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,120,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,121,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,122,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
120041: 0042-HOSPITAL DE AERONAUTICA DOS AFONSOS/RJ,5: PREGÃO                                            ,00001/2010,12004105000012010,123,Eletrônico,Publicado,Pregão Eletrônico Pregão Eletrônico para formalização de registro de preços do tipo menor preço por item para aquisição de dietas enterais e parenterais.,137090,O edital completo encontrase disponível no site www.comprasnet.gov.br.,67433000097201011,Nacional,158,ROBERTO DE ALMEIDA TEIXEIRA CEL MED                                                           ,Ordenador de Despesas                                                                         ,19/04/2010 09:00,"Av. Mal. Fontenelle, 1628 - Campo dos Afonsos/RJ",04/05/2010 10:00,19/04/2010 09:00,19/04/2010,
